0.29, 0.35 
0.42, 0.95 
0.61, 0.90 
0.53, 0.69 
0.53, 0.87 
-0.24, 1.01 
0.05, 1.59 
0.24, 0.37 
0.13, 1.03 
0.56, 0.90 
-0.13, 1.26 
0.93, 1.48 
0.00, 0.88 
0.34, 1.08 
0.26, 0.95 
0.13, 1.60 
0.00, 1.44 
-0.10, 1.31 
-0.03, 1.27 
0.71, 0.42 
-6.94, -0.21 
-4.12, -1.07 
0.34, 1.35 
2.59, 2.48 
-6.90, 2.83 
12.89, 1.17 
0.72, 0.45 
0.24, -0.34 
4.86, -1.03 
-6.87, 1.67 
-1.30, 0.87 
2.63, 1.35 
3.63, 2.38 
-3.85, -3.65 
-4.75, -3.53 
0.24, -0.19 
1.42, -0.35 
-0.34, 0.81 
0.08, -1.74 
-9.76, -2.84 
-10.17, -5.88 
-4.26, 1.62 
0.42, 0.10 
-1.19, 0.18 
-0.16, -0.10 
-1.14, -0.26 
0.13, 1.88 
-0.34, 0.16 
-1.78, 2.39 
1.23, -0.74 
-0.31, -0.63 
-0.03, -0.48 
0.05, -0.03 
0.42, -1.42 
-0.40, -0.13 
-0.24, -0.18 
0.05, -0.29 
-0.16, -0.05 
-0.29, -0.16 
0.08, 0.16 
0.00, -0.61 
-0.48, -0.56 
2.20, -1.83 
-0.16, -0.37 
1.14, -3.32 
1.95, -3.52 
1.15, -0.48 
-0.37, 0.48 
0.29, -0.93 
1.49, -1.89 
0.48, -0.53 
0.69, -0.24 
-1.31, 0.11 
1.15, 0.16 
8.65, -1.56 
10.08, -0.99 
13.96, -1.51 
14.81, -2.22 
7.06, 1.47 
24.79, -3.65 
28.75, -4.06 
31.97, -4.56 
36.12, -5.56 
37.99, -4.83 
40.14, -6.23 
43.85, -6.59 
46.75, -7.52 
49.34, -8.30 
50.23, -9.58 
53.20, -10.92 
53.94, -10.60 
55.21, -9.24 
60.43, -9.96 
63.83, -12.68 
64.61, -13.82 
65.52, -15.30 
77.55, -37.32 
76.62, -17.71 
84.10, -51.42 
84.70, -54.79 
86.95, -76.94 
87.58, -73.39 
87.50, -72.85 
87.39, -73.42 
87.40, -72.35 
87.55, -74.03 
87.44, -73.14 
87.57, -72.77 
87.00, -70.53 
87.69, -72.82 
87.34, -72.04 
87.54, -72.50 
87.62, -74.21 
87.68, -73.73 
87.75, -75.20 
88.01, -76.51 
86.92, -69.31 
88.05, -76.58 
88.10, -77.96 
87.85, -73.62 
87.46, -70.97 
87.64, -73.38 
87.89, -75.35 
87.70, -73.81 
87.35, -69.96 
87.58, -72.22 
87.58, -73.59 
88.14, -76.56 
87.84, -75.46 
88.04, -76.53 
87.37, -70.66 
87.90, -71.64 
88.36, -76.41 
87.36, -65.49 
87.80, -68.79 
88.30, -73.46 
87.51, -67.79 
87.75, -68.05 
87.24, -63.90 
87.03, -61.07 
88.09, -71.13 
87.53, -65.74 
87.70, -65.41 
87.83, -68.15 
88.23, -74.91 
87.51, -67.78 
87.87, -69.54 
88.04, -70.61 
87.56, -66.20 
88.08, -71.22 
87.81, -67.45 
87.63, -68.10 
88.24, -72.70 
87.53, -65.76 
87.27, -64.13 
87.57, -66.63 
87.69, -67.85 
87.33, -64.26 
87.74, -70.08 
87.28, -64.91 
87.71, -68.91 
88.08, -69.41 
87.81, -68.15 
87.29, -65.76 
87.77, -69.82 
87.81, -70.36 
87.81, -71.49 
87.98, -69.21 
87.74, -67.10 
88.51, -75.70 
88.00, -69.80 
88.03, -71.40 
88.04, -68.70 
88.25, -74.05 
88.08, -70.11 
87.28, -61.78 
88.21, -73.15 
87.75, -68.54 
87.80, -67.79 
88.26, -72.63 
88.26, -73.48 
88.29, -73.14 
87.60, -66.45 
88.05, -71.65 
87.82, -69.41 
88.36, -72.58 
88.12, -73.23 
87.99, -71.15 
88.30, -72.65 
88.22, -71.92 
88.04, -69.85 
88.30, -73.95 
87.58, -66.20 
87.65, -68.48 
88.08, -70.31 
88.16, -72.41 
87.83, -68.71 
87.60, -68.48 
88.23, -73.67 
87.70, -68.91 
88.78, -78.15 
88.06, -71.65 
88.12, -74.25 
87.81, -68.75 
88.04, -71.81 
88.40, -75.40 
87.94, -69.25 
87.80, -68.89 
87.71, -68.00 
87.66, -66.51 
88.57, -76.72 
87.75, -69.11 
88.39, -75.84 
88.02, -72.27 
88.28, -75.79 
87.80, -70.88 
